title,time_added,description_excerpt,image_url
2010 Volkswagen Polo 1.6 Comfortline 5Dr...WITH 136413 KMS!!! CALL ZAHIR 084 404 9226,4 hrs ago,"e 5Dr...WITH 136413 KMS!!! Full Service History,Power Steering,Multi-Function Steering,Aircon,Airbags,Electric Wind",https://i.ebayimg.com/images/g/qgMAAOSwT9Zdrtai/s-l200.jpg
2014 VW Polo 1.6 GT 5-door - low km's,4 hrs ago,"ICE DISCOUNTED...!!!100,545 km's-The Ideal student car, Light, economical and a pleasure to drive-This is ideal for",https://i.ebayimg.com/images/g/fyUAAOSwYAddpxtW/s-l200.jpg
2011 Volkswagen Polo 1.4 Trendline for sale!,4 hrs ago,for sale!Full service historyJust had cambelt replacedSpare keyVery neat vehicle.View at:Devco Auto80 Brighton road,https://i.ebayimg.com/images/g/QcUAAOSw3nNdlwV0/s-l200.jpg
2012 Volkswagen Polo 1.8 TSI GTI DSG for sale!,4 hrs ago,G for sale!Goes into limp mode at times when drivingView at:Devco Auto80 Brighton roadKraaifontein0820589735Volkswa,https://i.ebayimg.com/images/g/DHYAAOSwZb9dlwRR/s-l200.jpg
"2015 VW POLO 1.2 TSI HIGHLINE DSG “1 OWNER, LOW KM, MAINTENANCE PLAN”",4 hrs ago,and convenience!FACTORY FITTED PANORAMIC ROOF MAKING STYLE MUCH LESS OF A PROBLEMAlways a top choice amongst South ,https://i.ebayimg.com/images/g/TVMAAOSwvDNdrtZU/s-l200.jpg
2012 Volkswagen Polo 1.4 Comfortline 5Dr...WITH 150871 KMS!!! CALL ZAHIR 084 404 9226,4 hrs ago,"e 5Dr with 150 871kmsFull Service History, Leather Interior, Multi-function Steering Wheel, Electric Windows, Radio",https://i.ebayimg.com/images/g/hEQAAOSw8V9drtXS/s-l200.jpg
"2016 Volkswagen Polo 1.4 TDI Trendline, White with 55000km available now!",4 hrs ago,ORY WITH AGENTSCRUISE CONTROLFOG LIGHTSALL THE LUXURIESVERY FUEL EFFICIENT 4 BRAND NEW TIRES FITTEDTRADE IN WELCOME,https://i.ebayimg.com/images/g/otcAAOSwVXBdg7zd/s-l200.jpg
2018 Volkswagen Polo Vivo Hatch 1.4 Comfortline for sale! like new,4 hrs ago,edSpotless ConditionAccident freeComfort lineRadio TouchscreenArm restLight on fuelLow maintenanceWe do Finance thr,https://i.ebayimg.com/images/g/gcUAAOSwYl9def90/s-l200.jpg
THE ACRES AT VAL DE VIE ESTATE OFFERS OPEN LIVING SPACES,4 hrs ago,new development – The Acres – consisting of a selection of stands from 700 m² to an Acre in size (4040 m²). Followi,https://i.ebayimg.com/images/g/TGwAAOSwaNRcwvG2/s-l200.jpg
"2015 VW POLO 1.2 TSI COMFORTLINE ""ONE OWNER, PAN ROOF, TURBOCHARGER""",4 hrs ago, FITTED PANORAMIC ROOF MAKING STYLE MUCH LESS OF A PROBLEMONE OWNER SINCE NEWLOW MILEAGEFULL SERVICE HISTORYFULL BO,https://i.ebayimg.com/images/g/TFIAAOSwEY1drtV9/s-l200.jpg
2013 Volkswagen Polo 1.4 Comfortline @ Tokyo Drift Autos,4 hrs ago,"ne Now AVAILABLE @ TOKYO DRIFT AUTOSFull Service HistoryPower Steering, Electric MirrorsCentral Locking, Electric W",https://i.ebayimg.com/images/g/JuAAAOSwRg9drtVQ/s-l200.jpg
2012 Volkswagen Polo Vivo 1.4 Base 5Dr...WITH 157559 KMS!!! CALL ZAHIR 084 404 9226,4 hrs ago,"5Dr with 157559kms, Full Service History,Aircon,AirbagsPower Steering,CD/Radio Alarm, Central Locking...Selling At ",https://i.ebayimg.com/images/g/BNEAAOSwwb9drtVI/s-l200.jpg
CAR HIRE - FROM ONLY R2500 PM,a yr ago,"y rates from only R150 per day.Monthly rates from only R2500 per month.All vehicles are neat, well maintained and
",https://i.ebayimg.com/images/g/5z8AAOSwk9dZo8f8/s-l200.jpg
2016 Volkswagen Polo 1.2 TSI Comfortline,12 days ago,"l, Airbags, ABS, Radio/CD/Aux/USB, Central Locking, Electric Windows, Power Steering, Finance, Insurance and Warran",https://i.ebayimg.com/images/g/wPoAAOSwZwldnz6K/s-l200.jpg
2007 Volkswagen Polo Hatch - LOW KMS,4 hrs ago,e with Full service history. Tyres in good condition.Used as 2nd vehicle.1.6 model for a little extra! You will see,https://i.ebayimg.com/images/g/w2AAAOSwDbBdrtRU/s-l200.jpg
2007 Volkswagen Polo 1.4 Trendline 5Dr...WITH 116052KMS!!! CALL ZAHIR 084 404 9226,4 hrs ago,5Dr for sale!R99995116052 kmsFull Service HistorySpare keyCD and Radio PlayerCentral LockingPower SteeringAir-conNo,https://i.ebayimg.com/images/g/NOQAAOSwljFdrtUC/s-l200.jpg
"2014 VW POLO 1.2 TSI COMFORTLINE “2 OWNERS, FSH, LOW KM”",4 hrs ago,"ht?South Africa ultimately loves the Volkswagen Polo, its consistently been a top seller in the market over the GEN",https://i.ebayimg.com/images/g/wjYAAOSwMDpdrtTR/s-l200.jpg
2012 Volkswagen Polo 1.6 Comfortline with 77355km available now!,4 hrs ago,"E WITH ONLY 77355KM @ TOKYO DRIFT AUTOSFOR ONLY R149995.00FULL SERVICE HISTORYCENTRAL LOCKINGALARM, AIRCON, AIRBAGS",https://i.ebayimg.com/images/g/E0wAAOSwpBddrtTC/s-l200.jpg
2011 Volkswagen Polo 1.6 Comfortline with 156244km available now!,4 hrs ago,E NOW AVAILABLE @ TOKYO DRIFT AUTOSFOR ONLY R139995.00FULL SERVICE HISTORYELECTRIC MIRRORSELECTRIC WINDOWSCENTRAL L,https://i.ebayimg.com/images/g/gmsAAOSwEDFdrtS0/s-l200.jpg
2012 VW POLO 1.4 COMFORTLINE “LOW MILEAGE”,4 hrs ago,s dominated the small family hatchback market since its introduction.This convenient compact has many South African,https://i.ebayimg.com/images/g/p-8AAOSwfjtdrtSk/s-l200.jpg
"2014 Volkswagen Polo 1.2 TSI Trendline, White with 89430km available now!",5 hrs ago," dealer that suits all budgets! Just when you thought you will never own your own car, we at Autoworld guarantee to",https://i.ebayimg.com/images/g/tgEAAOSw-a5dpvfm/s-l200.jpg
"2015 Volkswagen Polo 1.2 TSI Highline, Blue with 115000km available now!",5 hrs ago," dealer that suits all budgets! Just when you thought you will never own your own car, we at Autoworld guarantee to",https://i.ebayimg.com/images/g/sEIAAOSw10Fdpvi5/s-l200.jpg
"2017 Volkswagen Polo 1.2 TSI Trendline, Silver with 34000km available now!",5 hrs ago," dealer that suits all budgets! Just when you thought you will never own your own car, we at Autoworld guarantee to",https://i.ebayimg.com/images/g/m1cAAOSwYv9dpvqK/s-l200.jpg
"2015 Volkswagen Polo 1.2 TSI Comfortline, White with 87000km available now!",5 hrs ago," dealer that suits all budgets! Just when you thought you will never own your own car, we at Autoworld guarantee to",https://i.ebayimg.com/images/g/CiIAAOSw~K9dpwHK/s-l200.jpg
"2016 Volkswagen Polo Vivo Hatch 1.4 Conceptline, Charcoal with 72800km available now!",5 hrs ago," dealer that suits all budgets! Just when you thought you will never own your own car, we at Autoworld guarantee to",https://i.ebayimg.com/images/g/IooAAOSwGf5dpxTA/s-l200.jpg
"2017 Volkswagen Polo Vivo Sedan 1.4 Trendline Tiptronic, Champagne with 47000km available now!",5 hrs ago," dealer that suits all budgets! Just when you thought you will never own your own car, we at Autoworld guarantee to",https://i.ebayimg.com/images/g/3IEAAOSw3nNdpx0N/s-l200.jpg
"2017 Volkswagen Polo 1.2 TSI Highline, Other with 70000km available now!",5 hrs ago,Service HistorySunroof4 New TyresSmash and Grab IncludedFinance by all Mayor BanksTrade Ins WelcomeVolkswagen Polo ,https://i.ebayimg.com/images/g/k7QAAOSwoBFdrut0/s-l200.jpg
Volkswagen Polo 1.0 Highline,5 hrs ago,"IDVEST McCARTHY VOLKSWAGEN PAROW. CLUP OF EXCELLENCE WINNER, 2009, 2012, 2013, 2014, 2015, 2016 AND 2017.  INDOOR F",https://i.ebayimg.com/images/g/VNoAAOSwndFdrv8o/s-l200.jpg
NORTH-FACING STAND OVERLOOKING PARK IN PEARL VALLEY ON VAL DE VIE ESTATE,5 hrs ago,"area with trees, in an established area of Pearl Valley on Val de Vie Estate, this is one of the only large north-f",https://i.ebayimg.com/images/g/06gAAOSw-49dDI2x/s-l200.jpg
2014 Volkswagen Polo 1.2 TSI Comfortline,5 hrs ago,"ery low mileage, loaded with following futures:  Blue tooth, Aux, aircon,electric windows all around, selective loc",https://i.ebayimg.com/images/g/8P0AAOSwOY5dkw6C/s-l200.jpg
2012 Volkswagen Polo Sedan 1.6i Trendline,5 hrs ago,"y low mileage with a full service history,  phone now to avoid disappointmentphone now to book your test drive and ",https://i.ebayimg.com/images/g/7S8AAOSwRqldpYJk/s-l200.jpg
ACCIDENT DAMAGED 2016 Volkswagen Polo Vivo Hatchback,5 hrs ago,d Polo Vivo i want to sell. I'm selling the entire car as is. Kindly contact if your interested. Car has been stand,https://securet9.classistatic.com/assets/images/en_ZA/no-image-no-blur-6282b0d673.svg
White Volkswagen Polo 1.2 TSI Comfortline with 53600km available now!,5 hrs ago,"ed with extra you don't want to miss out on: alloy wheels,multi-functional radio and steering wheel, Blue tooth, he",https://i.ebayimg.com/images/g/zwwAAOSwNaBdpbNZ/s-l200.jpg
2016 Volkswagen Polo 1.4 Tdi Highline,5 hrs ago," 5507 to find out more. Polo GP 1,4 TDI Highline 2016, is in excellent condition. This beauty comes with FSH , elec",https://i.ebayimg.com/images/g/VUgAAOSwY-ldZqvS/s-l200.jpg
2014 Volkswagen Polo 1.4 Comfortline,5 hrs ago,lockingAlarmImmobiliserElectric mirrorsElectric windowsFactory fitted R/CD/MP3/USB/AUX.Multi function steering Adju,https://i.ebayimg.com/images/g/RPYAAOSwutpdrtGz/s-l200.jpg
VW Polo 2010- Windscreen Special - Commercial Auto Glass N1 City ,5 hrs ago,ween Hospital and game ( Next door to Dekra ) N1 Tell: 021 447 3092Strand Tell: 021 850 8009 National Tell: 0861 57,https://i.ebayimg.com/images/g/sKUAAOSw1PFdb3~c/s-l200.jpg
"2012 VW POLO 1.6 TDI COMFORTLINE WITH “TURBOCHARGER, ALLOY WHEELS, MULTI-FUNC. STEERING ETC.”",5 hrs ago,ngine!FUEL EFFICIENTEXCELLENT CONDITIONFULL BOOKSFULL SERVICE HISTORYBUY WITH EXTINCT PIECE OF MINDTRADE INS WELCOM,https://i.ebayimg.com/images/g/uT8AAOSwzL9drtFu/s-l200.jpg
white Volkswagen Polo 1.4 Comfortline with 150871km available now!,5 hrs ago,"150000kms, Full Service History, Panoramic Sunroof, Leather Seats, Power Steering, Multi Function Steering Wheel, S",https://i.ebayimg.com/images/g/pgwAAOSwTh1drtFI/s-l200.jpg
2015 Volkswagen Polo Vivo Hatch 1.4 Trendline for sale!,5 hrs ago,"wer Steering , Central Locking ,ABS ,  Cloth Interior , Radio MP3 , USB  contact me for more info , Finance Availab",https://i.ebayimg.com/images/g/I74AAOSw5yhdei-q/s-l200.jpg
2013 Volkswagen Polo 1.4 Comfortline with panoramic sunroof for more info contact DEE 0747884505,5 hrs ago,S LISTED..2013 Volkswagen Polo 1.4 Comfortline with only 107999km immaculate condition for more info contact DEE 07,https://i.ebayimg.com/images/g/iS4AAOSwFhZdra4E/s-l200.jpg
2011 Volkswagen Polo 1.6 Comfortline with only 101000km immaculate condition for more info contact D,5 hrs ago,S..2011 VW Polo 1.6 comfortline with only 101000km immaculate condition for more info contact DEE 0747884505Full se,https://i.ebayimg.com/images/g/doYAAOSw50BdrasO/s-l200.jpg
2014 Volkswagen Polo Sedan 1.6i Comfortline Tiptronic with only 57000km like new condition for more ,5 hrs ago,S..2014 VW Polo 1.6 comfortline sedan automatic with only 57000km for more info contact DEE 0747884505Full service ,https://i.ebayimg.com/images/g/IjcAAOSwRqldrapc/s-l200.jpg
2012 Volkswagen Polo 1.6 Comfortline - CONTACT Pillay 0746908024,5 hrs ago,"E SEDAN WITH ONLY 77355KMFULL SERVICE HISTORY,CENTRAL LOCKING,ALARM, AIRCON, AIRBAGS,ELECTRIC MIRRORS,ELECTRIC WIND",https://i.ebayimg.com/images/g/~IAAAOSw2Xtdrs~K/s-l200.jpg
"2014 Volkswagen Polo 1.4 Comfortline AUTOMATIC, ONLY 57000kms, Call Bibi 082 755 6298",5 hrs ago,ehicles: WWW.PRESTIGEAUTOS.CO.ZA2014 VW Polo Sedan 1.6 Comfortline AUTOMATIC with ONLY 57000kmsFull Service History,https://i.ebayimg.com/images/g/Kr0AAOSwA5RdrYS4/s-l200.jpg
2011 Volkswagen Polo 1.6 Comfortline ... CONTACT Pillay 074 690 8024,5 hrs ago,"EFULL SERVICE HISTORY,POWER STEERINGAIRBAGS, AIRCON, ALARM,ELECTRIC MIRRORS, ELECTRIC WINDOWS,CENTRAL LOCKING, ALAR",https://i.ebayimg.com/images/g/TIAAAOSwo49drs-e/s-l200.jpg
2006 Volkswagen Polo 1.4 Trendline with 132371km available now!,5 hrs ago,"with 132371km FOR ONLY R94995.00Full Service History, Aircon, Airbags, Central Locking, CD/Radio, Alarm, Spare Keys",https://i.ebayimg.com/images/g/mCwAAOSwNlldrs-d/s-l200.jpg
2012 Volkswagen Polo Vivo Hatch 1.4 Trendline AVAILABLE @ TOKYO DRIFT AUTOS,5 hrs ago," Base with 157559km FOR ONLY R119995.00Service History, Aircon, airbags, Powersteering, Alarm, CD/Radio, Immaculate",https://i.ebayimg.com/images/g/UjMAAOSww5Zdrs9l/s-l200.jpg
2013 POLO 1.6 COMFORTLINE DSG “IMMACULATE CONDITION”,5 hrs ago,ICLES the market has to offerIMMACULATE CONDITIONFULL SERVICE HISTORYFULL BOOKSSPARE KEYTAKE PIECE OF MIND TO THE N,https://i.ebayimg.com/images/g/368AAOSwTpldrs6K/s-l200.jpg
2016 VOLKSWAGEN POLO GP 1.2 TSI COMFORTLINE (66KW),5 hrs ago,Power -  66 kW @ 4800 rpmTorque -  160 Nm @ 1400 rpmEconomy - 4.9 l/100kmEmissions - 117 g/kmEmissions Rating - EU4,https://i.ebayimg.com/images/g/IlEAAOSwLm1dqdd1/s-l200.jpg
"2012 Volkswagen Polo Vivo Sedan 1.4 Trendline, White with 98000km available now!",5 hrs ago,t Jurie @ 073 183 4598 or jurie@wheelspot.co.za Very Neat Vehicle. LOW KILOMETERS!!!. Unbelievable! Cash price alre,https://i.ebayimg.com/images/g/oD0AAOSwjG5dqZxi/s-l200.jpg
2014 Volkswagen Polo 1.6 Comfortline AUTO....WITH 57945 KMS!!!! CALL ZAHIR 084 404 9226,5 hrs ago,"e AUTO...WITH 57945 KMS!!!Power Steering,Multi-Function Steering,Electric Windows,Central Locking,Airbags,Aircon,To",https://i.ebayimg.com/images/g/t-8AAOSwbY5drs4H/s-l200.jpg
2014 Vw Polo 1.2 Tsi Highline Dsg with Low Km for Only +/-R4299pm,5 hrs ago,000kmFsh with Agents Spare Keys Electric WindowsElectric MirrorsAlly RimsDynamic Driving Lights AirconPowersteering,https://i.ebayimg.com/images/g/sHQAAOSwrlddGiEi/s-l200.jpg
Red Volkswagen Polo 1.2 TSI Comfortline with 95300km available now!,5 hrs ago,"d Owner FshAircon Front Fog Lights Powersteering Electric WindowsElectric MirrorsMp3, USB, Bluetooth Player A Real ",https://i.ebayimg.com/images/g/jq8AAOSwj4ldObfx/s-l200.jpg
2013 Vw Polo Gti 1.4 Tsi DSG for Only +/-R4299pm,5 hrs ago,"erFsh with Agents AirconPowersteering Heated SeatsPanoramic Roof Xenon Headlights Dynamic Driving LightsMp3, USB Pl",https://i.ebayimg.com/images/g/rawAAOSwThJdg1dx/s-l200.jpg
2013 Vw Polo Gti 1.4 Tsi DSG for Only +/-R4299pm,5 hrs ago,"erFsh with Agents AirconPowersteering Heated SeatsPanoramic Roof Xenon Headlights Dynamic Driving LightsMp3, USB Pl",https://i.ebayimg.com/images/g/rawAAOSwThJdg1dx/s-l200.jpg
2016 Vw Polo Vivo 1.4 Trendline Hatch for Only +/-R2799pm,5 hrs ago," kmsFshAirconPowersteering Electric Windows Alloy RimsMp3, Usb, Bluetooth Player Looks Beautiful in Burgundy!!!! A ",https://i.ebayimg.com/images/g/8YMAAOSwGn5dpy-d/s-l200.jpg
VW POLO VIVO PARTS-QUALITY USED SPARES PTY LTD,5 hrs ago,**CALL OUR SALESMAN NOW FOR MORE INFO REGARDING THE ADVERTISED AND OTHER PARTS AVAILABLE0217032605 OR WHATSAPP 0824,https://i.ebayimg.com/images/g/Vi0AAOSw-Ihdk2jb/s-l200.jpg
"ON SPECIAL,  Cupra R Front Lips",5 hrs ago,"s @ R299Cupra Lip Known to fit polo 9n, Chevrolet Utility, Corsa UTE, Audi A3, Audi A4, Honda Civic, Golf 5, Corsa ",https://i.ebayimg.com/images/g/ABsAAOSwFKldbCJ7/s-l200.jpg
Taxify/ Bolt vehcile available,5 hrs ago,e very clean descent vehicle available immediately to the suited candidtate. Requirements are that you have to have,https://securet9.classistatic.com/assets/images/en_ZA/no-image-no-blur-6282b0d673.svg
VW Polo AMF 1.4TDi Engine For Sale No Trade in Needed,5 hrs ago,"y for more information:Chris - 072 498 0012email: chris@motorsandmore.co.zawww.motorsandmore.co.za7 Brass Street, B",https://i.ebayimg.com/images/g/vCUAAOSwjU9c8Qjf/s-l200.jpg
"Vw Polo Playa 1.6i, 2006 ",5 hrs ago,"ms. Black.
Licensed. 
Power steering, air conditioning, electric windows, central locking, cd player, alarm.
Good c",https://i.ebayimg.com/images/g/svwAAOSwwppdrsyb/s-l200.jpg
2015 Volkswagen Polo Vivo Hatch 1.4 Trendline...WITH 71166 KMS!!! CALL OR WHATS APP HASSAN  06004937,5 hrs ago," TIPTRONIC, WITH 71116KMS, Full Service History, Aircon, AIRBAGS, Central Locking, ALARM....FOR ONLY R159995...No D",https://i.ebayimg.com/images/g/qo0AAOSwkwxdrszT/s-l200.jpg
VW POLO VIVO BOOT AND DOORS FOR SALE,5 hrs ago,EItems Available: 1,https://i.ebayimg.com/images/g/99AAAOSwru1dluYX/s-l200.jpg
2006 Volkswagen Polo 1.4 Trendline...WITH 143439 KMS!!! CALL HASSEN 0600493720,5 hrs ago,"..WITH 143439 KMS!!!Power Steering,Aircon,Airbags,Radio/CD Player,Central Locking,ABS,Towbar @ R94995No Deposit....",https://i.ebayimg.com/images/g/lMkAAOSwYsJdrsvn/s-l200.jpg
2016 Volkswagen Polo 1.2 TSI Trendline,5 hrs ago,ion Imperial 101 Quality Checks done Full Service HistoryNo Accidents Fast and excellent finance approvals ratings ,https://i.ebayimg.com/images/g/4ZMAAOSwPRldQmTS/s-l200.jpg
STUNNING MODERN 2 BEDROOM GROUND FLOOR APARTMENT,5 hrs ago,"cious ultra-modern kitchen with integrated Smeg appliances, this stunning 2-bedroom, 2-bathroom apartment opens ont",https://i.ebayimg.com/images/g/OgYAAOSwi5Vc3BMW/s-l200.jpg
2012 Volkswagen Polo Vivo 1.4 Manual with only 96 000km,5 hrs ago,"and new tires 
Mint condition ",https://i.ebayimg.com/images/g/86oAAOSwgeZdrsm4/s-l200.jpg
2012 Volkswagen Polo 1.4 Comfortline...WITH 150871 KMS!!! CALL HASSAN 0600493720,5 hrs ago,"e with a  Panoramic Sunroof, White with 150 871kms @ Only R169 995..... Full Service History, Leather Interior, Mul",https://i.ebayimg.com/images/g/nroAAOSwoaNdrsn2/s-l200.jpg
"VW POLO 6 1,4 STRIPPING FOR SPARES",5 hrs ago,ESItems Available: 1,https://i.ebayimg.com/images/g/t3cAAOSwBsldmtpQ/s-l200.jpg
2011 Volkswagen Polo 1.4 Comfortline...WITH 157045 KMS!!!CALL JACQUES 068 092 1598,5 hrs ago,"e...ONLY 157045 KMS!!!Full Service History,Power Steering,Multi-Function Steering,Airbags,Aircon,Electric Windows,C",https://i.ebayimg.com/images/g/62kAAOSwevJdrslP/s-l200.jpg
2012 Volkswagen Polo 1.4 Comfortline...WITH 83600 KMS!!!CALL JACQUES 068 092 1598,5 hrs ago," Comfortline...WITH 83655 KMS!!!Full Service History,Power Steering,Multi-Function Steering,Aircon,Airbags,Central ",https://i.ebayimg.com/images/g/NEgAAOSwN4FdrskN/s-l200.jpg
2019 Hyundai Atos 1.1 Motion for sale!,5 hrs ago,"VED FROM R 159 900 OR FROM R 2399 PER MONTH, SUBJECT TO BANK APPROVAL.STATE OF THE ART CONNECTIVITY / STANDARD WITH",https://i.ebayimg.com/images/g/UqMAAOSwx6pdrsi9/s-l200.jpg
2011 Volkswagen Polo 1.4 Comfortline...WITH 101582 KMS!!!CALL JACQUES 068 092 1598,5 hrs ago,KMSFull Service History Spare keys PowersteeringAirbagsAirconFactory fitted radioMulti function steeringElectric wi,https://i.ebayimg.com/images/g/PAwAAOSwvfRdrshj/s-l200.jpg
VW Window door winders,5 hrs ago,0 neg.,https://i.ebayimg.com/images/g/VmIAAOSwfeddrsg6/s-l200.jpg
2006 Volkswagen Polo 1.4 Trendline...WITH 132371 KMS!!!CALL JACQUES 068 092 1598,5 hrs ago,"with 132371km FOR ONLY R94995.00Full Service History, Aircon, Airbags, Central Locking, CD/Radio, Alarm, Spare Keys",https://i.ebayimg.com/images/g/kBYAAOSwWbRdrseY/s-l200.jpg
2016 Volkswagen Polo 1.4 TDI Trendline,5 hrs ago,ine•	Air conditioning •	Power steering•	Electric windows  •	Abs  •	Airbags•	Mags•	Front Electric WindowsVISIT OUR W,https://i.ebayimg.com/images/g/oakAAOSwm49dHhmF/s-l200.jpg
2013 Volkswagen Polo 1.4 TSI GTI DSG,5 hrs ago,ir conditioning •	Power steering•	Electric windows  •	Abs  •	Airbags•	Panoramic roof •	Xenon Headlights •	Semi Leat,https://i.ebayimg.com/images/g/bJAAAOSwSwFdf8ix/s-l200.jpg
2013 Volkswagen Polo 1.6 Comfortline,5 hrs ago,FSH JUST SERVICED NEW TYRES SMASH AND GRAB ALLOW WHEELSELECTRIC WINDOWS POWER STEERING CONTACT EDDIE 0600705523 CON,https://i.ebayimg.com/images/g/smYAAOSwTpldqBmr/s-l200.jpg
THE ACRES AT VAL DE VIE ESTATE OFFERS OPEN LIVING SPACES,5 hrs ago,new development – The Acres – consisting of a selection of stands from 700 m² to an Acre in size (4040 m²). Followi,https://i.ebayimg.com/images/g/QO0AAOSwuIVcwu8T/s-l200.jpg
2015 Volkswagen Polo 1.2 TSI Highline DSG for sale!,6 hrs ago,SHLow MileageDSG GearboxGreat for daily use6 speedAvailable On FinanceCall Raeez: 071 111 2451Naqeeb: 084 566 4229K,https://i.ebayimg.com/images/g/eDcAAOSwm6RdnD6T/s-l200.jpg
2011 Volkswagen Polo 1.4 TSI GTI DSG,6 hrs ago,re Keys FSHAccident Free Available On Finance Call Raeez: 071 111 2451 Naqeeb: 084 566 4229Kay: 072 189 0401Volkswa,https://i.ebayimg.com/images/g/ElQAAOSw-7hdqrrO/s-l200.jpg
RED Volkswagen Polo 1.6 Comfortline with 57945km available now!,6 hrs ago,"e...WITH 57945 KMS!!!Power Steering,Multi-Function Steering,Electric Windows,Central Locking,Airbags,Aircon,Towbar,",https://i.ebayimg.com/images/g/p84AAOSwwRRdrsT~/s-l200.jpg
VW Polo ASZ 1.9TDi Engine For Sale No Trade in Needed,6 hrs ago,"y for more information:Chris - 072 498 0012email: chris@motorsandmore.co.zawww.motorsandmore.co.za7 Brass Street, B",https://i.ebayimg.com/images/g/z~UAAOSwjWRc8Qkd/s-l200.jpg
2004 Volkswagen Polo 1.6 Trendline...WITH 167677 KMS!!! CALL JACQUES 068 092 1598,6 hrs ago,for sale!167677 KMSR79995FULL SERVICE HISTORY FRONT ELECTRIC WINDOWSCENTRAL LOCKING RADIO/CDAIRBAGSAIRCONSPARE KEYS,https://i.ebayimg.com/images/g/5nwAAOSw~WxdrsTA/s-l200.jpg
Brand New Vehicle GPS Tracker ON SPECIAL,6 hrs ago,ECIAL @ R599Description:This GPS Tracker was specially made for vehicles. It’s a new product based on the GSM/GPRS ,https://i.ebayimg.com/images/g/Rr8AAOSw68NdRHZI/s-l200.jpg
VW POLO - RIGHT FRONT LOWER CONTROL ARM CRADLE,6 hrs ago,E BRAND NEW FOR A POLO ,https://i.ebayimg.com/images/g/L2gAAOSwItddrsM~/s-l200.jpg
7inch Touch Screen With Mirror Link GPS Navigation ,6 hrs ago,"k GPS Navigation , was R1699, Now Only R899Or Add a Reverse Camera @ R1049 for the COMBO. Specifications & Features",https://i.ebayimg.com/images/g/N-IAAOSwjThdiLhW/s-l200.jpg
"2 Ton Hydraulic Jack, ON SPECIAL",6 hrs ago,"R400Overview:This jack has a lifting range of 130-330mm, is supplied in a plastic storage case and has a two tonne ",https://i.ebayimg.com/images/g/OKgAAOSwKWhdTuvA/s-l200.jpg
"2013 Volkswagen Polo 1.6 Comfortline, Silver with 90000km available now!  From R 3 328 pm!!",6 hrs ago,nly indicative and subject to normal credit application criteria and may vary depending on vehicle and buyer specif,https://i.ebayimg.com/images/g/EtwAAOSwCQ1dadC2/s-l200.jpg
2014 Volkswagen Polo 1.6 Comfortline  From R 3 328 pm!!,6 hrs ago,nly indicative and subject to normal credit application criteria and may vary depending on vehicle and buyer specif,https://i.ebayimg.com/images/g/yJ4AAOSwLIZdmMEP/s-l200.jpg
"2004 Volkswagen Polo 1.6 Trendline Selling at R79995, Call Bibi 082 755 6298",6 hrs ago,ehicles: WWW.PRESTIGEAUTOS.CO.ZA 2004 Volkswagen Polo 1.6 Trendline for sale!167677 KMSR79995FULL SERVICE HISTORY F,https://i.ebayimg.com/images/g/LnUAAOSwAfVdrsJ6/s-l200.jpg
VOLKSWAGEN POLO 1.4 TRENDLINE HATCHBACK,6 hrs ago,C/D PLAYER•	CENTRAL LOCKING        FITTED MAGS        ONE OWNER VEHICLETOTALLY ORIGINALA MUST SEE!!R89 999.00 CONTA,https://i.ebayimg.com/images/g/REgAAOSwumJdGbCz/s-l200.jpg
2011 Volkswagen Polo Vivo Hatch 1.4 Trendline for sale!,6 hrs ago,"EL ONLY 97000KM, R109 995 AVAILABLE NOWONE OWNER!!ACCIDENT-FREE , ROADWORTHY READY FULL SERVICE HISTORY AND SPARE K",https://i.ebayimg.com/images/g/fxAAAOSwBLJdkSYT/s-l200.jpg
"2013 Volkswagen Polo Sedan 1.4i Comfortline, White with 139000km available now!",6 hrs ago," central lockingRear PDCFactory fitted radio c.d.player,aux &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; usb outpu",https://i.ebayimg.com/images/g/QJAAAOSw-7hdqInN/s-l200.jpg
2013 Volkswagen Polo Vivo Hatch 1.4 Zest(Low mileage!!),6 hrs ago,"entral lockingFactory fitted radio c.d.player with bluetooth,aux inputAirbagsAirconPower steering97 600 km with ful",https://i.ebayimg.com/images/g/goIAAOSwXrldqIik/s-l200.jpg
2015 Volkswagen Polo Vivo Hatch 1.4 Trendline AUTO,6 hrs ago,"omatic) Alarm Central LockingFactory fitted radio c.d./mp3 player with with bluetooth capability and aux input,hand",https://i.ebayimg.com/images/g/yxQAAOSwFYddpt-c/s-l200.jpg
2007 Volkswagen Polo 1.4 Trendline,6 hrs ago,"ileage: 163000Km'sManual gearboxCloth InteriorP/SA/CManual WindowsGood ConditionR 79,995Trade-ins welcome ***For mo",https://i.ebayimg.com/images/g/fRcAAOSwBqVdkx-F/s-l200.jpg
2005 Volkswagen Polo 1.4 Trendline,6 hrs ago,"ileage: 178000km1.4i PetrolManualFront-wheel drive Cloth interiorAirconPower steeringC/LR 79,995 Trade-ins welcome ",https://i.ebayimg.com/images/g/LugAAOSwx1Rdkx4c/s-l200.jpg
2014 Volkswagen Polo Vivo Hatch 1.4 Trendline,6 hrs ago,"lineMileage: 122000km1.4i PetrolManualFront-wheel drive Cloth interiorAirconPower steeringC/LFront E/WR 104,995 Tra",https://i.ebayimg.com/images/g/PTwAAOSwd0tdkx2B/s-l200.jpg
